"","route","count"
"13297","150506->210330",1
"13298","150506->210375",2
"13299","150506->210405",2
"13300","150506->210455",1
"13301","150506->210460",1
"13302","150506->210480",4
"13303","150506->210530",30
"13304","150506->210542",6
"13305","150506->210550",3
"13306","150506->210570",1
"13307","150506->210596",2
"13308","150506->210680",1
"13309","150506->210780",1
"13310","150506->210850",1
"13311","150506->210910",1
"13312","150506->210950",4
"13313","150506->210990",1
"13314","150506->211000",4
"13315","150506->211085",1
"13316","150506->211130",1
"13317","150506->211153",3
"13318","150506->211163",4
"13319","150506->211176",1
"13320","150506->211285",5
"13321","150506->211400",2
"13322","150506->221100",2
"13323","150506->291072",1
"13324","150506->291800",2
"13325","150506->292530",1
"13326","150506->293350",1
"13327","150506->312770",3
"13328","150506->313190",1
"13329","150506->314390",1
"13330","150506->320490",1
"13331","150506->320520",3
"13332","150506->510642",1
"13333","150506->510675",1
"13334","150506->510792",1
"13335","150506->520110",3
"13336","150506->520870",7
"13337","150506->521250",1
"13338","150506->530010",3
"13339","150510->130190",1
"13340","150510->130260",18
"13341","150510->130340",1
"13342","150510->140010",1
"13343","150510->150040",2
"13344","150510->150050",3
"13345","150510->150140",1
"13346","150510->150170",1
"13347","150510->150210",1
"13348","150510->150275",1
"13349","150510->150285",7
"13350","150510->150400",1
"13351","150510->150506",2
"13352","150510->150530",195
"13353","150510->150613",1
"13354","150510->150680",21
"13355","150510->150810",1
"13356","150510->160030",32
"13357","150510->211130",1
"13358","150520->130260",1
"13359","150520->130330",2
"13360","150520->150010",51
"13361","150520->150020",1
"13362","150520->150060",8
"13363","150520->150080",93
"13364","150520->150085",6
"13365","150520->150090",1
"13366","150520->150110",262
"13367","150520->150120",606
"13368","150520->150130",59
"13369","150520->150140",555
"13370","150520->150150",3
"13371","150520->150170",1
"13372","150520->150172",1
"13373","150520->150178",24
"13374","150520->150180",23
"13375","150520->150210",3563
"13376","150520->150230",1
"13377","150520->150240",6
"13378","150520->150280",853
"13379","150520->150290",2
"13380","150520->150293",1
"13381","150520->150330",39
"13382","150520->150350",1
"13383","150520->150400",67
"13384","150520->150420",2
"13385","150520->150442",16
"13386","150520->150460",13
"13387","150520->150470",5
"13388","150520->150490",46
"13389","150520->150548",1
"13390","150520->150550",1
"13391","150520->150553",2
"13392","150520->150570",68
"13393","150520->150580",10
"13394","150520->150600",2
"13395","150520->150620",3
"13396","150520->150650",7
"13397","150520->150680",1
"13398","150520->150710",2
"13399","150520->150745",1
"13400","150520->150770",209
"13401","150520->150795",6
"13402","150520->150800",2
"13403","150520->150810",196
"13404","150520->160015",1
"13405","150520->160030",1
"13406","150520->160053",1
"13407","150520->160060",12
"13408","150520->170220",2
"13409","150520->211130",1
"13410","150520->316800",1
"13411","150520->411915",1
"13412","150520->411950",1
"13413","150520->420460",1
"13414","150530->130260",38
"13415","150530->130300",9
"13416","150530->130340",31
"13417","150530->130356",1
"13418","150530->140010",11
"13419","150530->140023",2
"13420","150530->140060",2
"13421","150530->150040",3
"13422","150530->150080",2
"13423","150530->150140",9
"13424","150530->150145",1
"13425","150530->150210",1
"13426","150530->150285",3
"13427","150530->150304",1
"13428","150530->150360",1
"13429","150530->150390",13
"13430","150530->150480",4
"13431","150530->150510",13
"13432","150530->150553",1
"13433","150530->150565",1
"13434","150530->150680",64
"13435","150530->150790",1
"13436","150530->150797",4
"13437","150530->160030",3
"13438","150530->160060",2
"13439","150530->170950",1
"13440","150530->172100",1
"13441","150530->210047",1
"13442","150530->211150",1
"13443","150530->221100",1
"13444","150530->310620",3
"13445","150530->330455",6
"13446","150530->510340",2
"13447","150530->510624",1
"13448","150540->130260",1
"13449","150540->150080",3
"13450","150540->150140",2
"13451","150540->150150",1
"13452","150540->150220",9
"13453","150540->150240",1
"13454","150540->150442",1
"13455","150540->150495",2
"13456","150540->150550",4
"13457","150540->150620",1
"13458","150540->150690",1
"13459","150540->150720",1
"13460","150540->150760",2
"13461","150543->140005",1
"13462","150543->150034",1
"13463","150543->150080",4
"13464","150543->150120",1
"13465","150543->150125",4
"13466","150543->150130",2
"13467","150543->150140",2
"13468","150543->150178",3
"13469","150543->150215",8
"13470","150543->150230",2
"13471","150543->150270",1
"13472","150543->150276",37
"13473","150543->150277",2
"13474","150543->150293",2
"13475","150543->150295",2
"13476","150543->150309",1
"13477","150543->150345",1
"13478","150543->150370",5
"13479","150543->150420",5
"13480","150543->150475",1
"13481","150543->150497",1
"13482","150543->150503",6
"13483","150543->150506",1
"13484","150543->150548",1
"13485","150543->150550",2
"13486","150543->150553",21
"13487","150543->150613",295
"13488","150543->150616",4
"13489","150543->150618",2
"13490","150543->150658",3
"13491","150543->150670",1
"13492","150543->150680",2
"13493","150543->150730",15
"13494","150543->150745",1
"13495","150543->150775",4
"13496","150543->150795",2
"13497","150543->150808",318
"13498","150543->150810",2
"13499","150543->150840",12
"13500","150543->170210",4
"13501","150543->170220",3
"13502","150543->172100",2
"13503","150543->210005",1
"13504","150543->210047",1
"13505","150543->210060",1
"13506","150543->210095",1
"13507","150543->210160",5
"13508","150543->210177",2
"13509","150543->210200",3
"13510","150543->210203",2
"13511","150543->210440",15
"13512","150543->210480",1
"13513","150543->210530",2
"13514","150543->210535",5
"13515","150543->210540",2
"13516","150543->210570",46
"13517","150543->210596",13
"13518","150543->210632",1
"13519","150543->210670",1
"13520","150543->210810",3
"13521","150543->210820",1
"13522","150543->211000",1
"13523","150543->211010",1
"13524","150543->211130",1
"13525","150543->211153",3
"13526","150543->211163",1
"13527","150543->211227",7
"13528","150543->220390",1
"13529","150543->220997",1
"13530","150543->221100",1
"13531","150543->314790",1
"13532","150543->350950",1
"13533","150543->354340",1
"13534","150543->355030",1
"13535","150543->510025",1
"13536","150543->510515",1
"13537","150543->510560",2
"13538","150543->510642",4
"13539","150543->510790",1
"13540","150543->522160",1
"13541","150548->110012",1
"13542","150548->110070",1
"13543","150548->130260",1
"13544","150548->140010",1
"13545","150548->140047",1
"13546","150548->150010",1
"13547","150548->150013",2
"13548","150548->150020",1
"13549","150548->150034",3
"13550","150548->150060",141
"13551","150548->150080",16
"13552","150548->150085",4955
"13553","150548->150095",10
"13554","150548->150120",713
"13555","150548->150130",9
"13556","150548->150140",45
"13557","150548->150150",3
"13558","150548->150157",3
"13559","150548->150172",5
"13560","150548->150175",3
"13561","150548->150178",949
"13562","150548->150190",2
"13563","150548->150210",17
"13564","150548->150215",55
"13565","150548->150230",1
"13566","150548->150240",5
"13567","150548->150270",4
"13568","150548->150275",1
"13569","150548->150276",1
"13570","150548->150277",109
"13571","150548->150293",24
"13572","150548->150295",119
"13573","150548->150304",1
"13574","150548->150309",282
"13575","150548->150320",2
"13576","150548->150330",4
"13577","150548->150345",1
"13578","150548->150360",7
"13579","150548->150370",99
"13580","150548->150380",75
"13581","150548->150405",5
"13582","150548->150420",192
"13583","150548->150442",11
"13584","150548->150445",13
"13585","150548->150460",5
"13586","150548->150470",18
"13587","150548->150495",2
"13588","150548->150497",16
"13589","150548->150506",3152
"13590","150548->150520",2
"13591","150548->150543",7
"13592","150548->150549",3
"13593","150548->150550",3
"13594","150548->150553",127
"13595","150548->150555",7
"13596","150548->150563",17
"13597","150548->150565",3
"13598","150548->150580",2
"13599","150548->150613",32
"13600","150548->150616",10
"13601","150548->150618",38
"13602","150548->150619",1
"13603","150548->150650",3
"13604","150548->150658",1
"13605","150548->150670",2
"13606","150548->150680",2
"13607","150548->150715",59
"13608","150548->150730",21
"13609","150548->150745",63
"13610","150548->150750",5
"13611","150548->150760",3
"13612","150548->150775",8
"13613","150548->150780",15
"13614","150548->150795",48
"13615","150548->150800",2
"13616","150548->150805",2
"13617","150548->150808",29
"13618","150548->150810",12306
"13619","150548->150812",5
"13620","150548->150815",25
"13621","150548->150835",2
"13622","150548->150840",13
"13623","150548->170100",21
"13624","150548->170105",1
"13625","150548->170210",95
"13626","150548->170215",5
"13627","150548->170220",64
"13628","150548->170255",12
"13629","150548->170550",1
"13630","150548->170740",1
"13631","150548->170770",1
"13632","150548->170930",1
"13633","150548->170950",1
"13634","150548->171050",1
"13635","150548->171245",10
"13636","150548->171320",7
"13637","150548->171650",2
"13638","150548->171665",1
"13639","150548->171820",1
"13640","150548->171830",1
"13641","150548->172100",11
"13642","150548->172120",2
"13643","150548->172210",5
"13644","150548->210005",21
"13645","150548->210047",1
"13646","150548->210060",4
"13647","150548->210095",1
"13648","150548->210130",1
"13649","150548->210150",1
"13650","150548->210170",1
"13651","150548->210177",1
"13652","150548->210197",3
"13653","150548->210220",1
"13654","150548->210232",12
"13655","150548->210235",1
"13656","150548->210255",3
"13657","150548->210275",2
"13658","150548->210280",1
"13659","150548->210290",1
"13660","150548->210300",3
"13661","150548->210325",4
"13662","150548->210375",2
"13663","150548->210400",1
"13664","150548->210405",5
"13665","150548->210440",1
"13666","150548->210467",2
"13667","150548->210480",2
"13668","150548->210530",38
"13669","150548->210542",11
"13670","150548->210550",2
"13671","150548->210560",1
"13672","150548->210570",5
"13673","150548->210596",4
"13674","150548->210663",1
"13675","150548->210735",1
"13676","150548->210810",3
"13677","150548->210860",1
"13678","150548->210870",1
"13679","150548->210880",3
"13680","150548->210900",2
"13681","150548->210927",1
"13682","150548->210950",2
"13683","150548->211000",4
"13684","150548->211085",4
"13685","150548->211102",5
"13686","150548->211105",1
"13687","150548->211130",4
"13688","150548->211150",2
"13689","150548->211153",2
"13690","150548->211172",1
"13691","150548->211176",13
"13692","150548->211220",1
"13693","150548->211270",1
"13694","150548->211285",1
"13695","150548->211290",3
"13696","150548->211400",5
"13697","150548->220120",3
"13698","150548->220580",1
"13699","150548->221100",3
"13700","150548->230230",2
"13701","150548->230410",1
"13702","150548->280030",2
"13703","150548->290390",1
"13704","150548->292530",2
"13705","150548->310620",3
"13706","150548->312770",1
"13707","150548->313695",3
"13708","150548->314270",1
"13709","150548->316720",2
"13710","150548->320530",1
"13711","150548->330080",3
"13712","150548->350950",3
"13713","150548->354340",1
"13714","150548->355030",3
"13715","150548->510340",1
"13716","150548->510675",1
"13717","150548->520005",1
"13718","150548->520110",1
"13719","150548->520440",2
"13720","150548->520870",8
"13721","150548->521370",1
"13722","150548->521800",1
"13723","150548->522010",3
"13724","150548->522160",1
"13725","150548->530010",3
"13726","150549->110140",1
"13727","150549->130170",1
"13728","150549->130260",2
"13729","150549->150175",5
"13730","150549->150370",1
"13731","150549->150420",2
"13732","150549->150715",4
"13733","150549->150810",1
"13734","150549->160030",9
"13735","150549->160040",1
"13736","150549->160060",1
"13737","150549->170100",2
"13738","150549->170220",8
"13739","150549->170255",1
"13740","150549->171245",1
"13741","150549->172210",3
"13742","150549->210640",1
"13743","150549->211003",1
"13744","150549->211176",1
"13745","150549->211290",1
"13746","150549->420420",2
"13747","150549->510675",1
"13748","150549->510795",1
"13749","150550->110002",1
"13750","150550->130260",1
"13751","150550->130330",1
"13752","150550->150010",2
"13753","150550->150050",2
"13754","150550->150080",44
"13755","150550->150090",2
"13756","150550->150095",45
"13757","150550->150120",1
"13758","150550->150130",7
"13759","150550->150140",85
"13760","150550->150150",4
"13761","150550->150157",1
"13762","150550->150170",10
"13763","150550->150178",76
"13764","150550->150190",1
"13765","150550->150195",21
"13766","150550->150220",16
"13767","150550->150230",41
"13768","150550->150240",54
"13769","150550->150260",1
"13770","150550->150275",6
"13771","150550->150277",1
"13772","150550->150290",3
"13773","150550->150293",13
"13774","150550->150295",1
"13775","150550->150307",63
"13776","150550->150309",502
"13777","150550->150320",9
"13778","150550->150330",2
"13779","150550->150340",1
"13780","150550->150345",1526
"13781","150550->150350",44
"13782","150550->150360",1
"13783","150550->150380",2
"13784","150550->150405",104
"13785","150550->150420",8
"13786","150550->150440",1
"13787","150550->150442",12
"13788","150550->150470",3
"13789","150550->150495",1322
"13790","150550->150497",1
"13791","150550->150500",3
"13792","150550->150506",1
"13793","150550->150510",3
"13794","150550->150530",1
"13795","150550->150540",7
"13796","150550->150553",1
"13797","150550->150610",3
"13798","150550->150618",4
"13799","150550->150620",4
"13800","150550->150635",1
"13801","150550->150650",3
"13802","150550->150655",24
"13803","150550->150660",13
"13804","150550->150680",2
"13805","150550->150690",1
"13806","150550->150700",6
"13807","150550->150720",54
"13808","150550->150730",2
"13809","150550->150740",2
"13810","150550->150746",6
"13811","150550->150747",1
"13812","150550->150760",41
"13813","150550->150780",1
"13814","150550->150795",22
"13815","150550->150796",3
"13816","150550->150800",13
"13817","150550->150803",3
"13818","150550->150810",25
"13819","150550->150812",356
"13820","150550->150815",1
"13821","150550->150820",3
"13822","150550->150830",5
"13823","150550->160027",1
"13824","150550->160030",1
"13825","150550->160050",1
"13826","150550->171830",1
"13827","150550->210005",24
"13828","150550->210055",5
"13829","150550->210060",2
"13830","150550->210087",2
"13831","150550->210120",3
"13832","150550->210130",2
"13833","150550->210160",1
"13834","150550->210177",1
"13835","150550->210197",4
"13836","150550->210200",3
"13837","150550->210203",1
"13838","150550->210232",3
"13839","150550->210235",1
"13840","150550->210280",1
"13841","150550->210290",2
"13842","150550->210300",1
"13843","150550->210315",5
"13844","150550->210317",2
"13845","150550->210320",1
"13846","150550->210325",5
"13847","150550->210330",4
"13848","150550->210360",1
"13849","150550->210375",1
"13850","150550->210400",1
"13851","150550->210405",1
"13852","150550->210440",1
"13853","150550->210465",1
"13854","150550->210467",10
"13855","150550->210480",3
"13856","150550->210530",32
"13857","150550->210540",3
"13858","150550->210542",14
"13859","150550->210550",3
"13860","150550->210565",4
"13861","150550->210596",1
"13862","150550->210632",8
"13863","150550->210670",1
"13864","150550->210700",1
"13865","150550->210735",4
"13866","150550->210760",1
"13867","150550->210820",3
"13868","150550->210850",5
"13869","150550->210860",9
"13870","150550->210923",1
"13871","150550->210927",2
"13872","150550->210950",2
"13873","150550->210980",9
"13874","150550->210990",2
"13875","150550->211000",2
"13876","150550->211003",5
"13877","150550->211010",1
"13878","150550->211060",1
"13879","150550->211102",4
"13880","150550->211150",3
"13881","150550->211153",1
"13882","150550->211167",1
"13883","150550->211176",2
"13884","150550->211223",1
"13885","150550->211227",1
"13886","150550->211230",1
"13887","150550->211240",4
"13888","150550->211245",5
"13889","150550->211280",4
"13890","150550->211400",7
"13891","150550->220540",1
"13892","150550->221100",1
"13893","150550->230440",2
"13894","150550->230640",2
"13895","150550->231360",1
"13896","150550->250370",1
"13897","150550->250400",2
"13898","150550->250430",2
"13899","150550->250750",1
"13900","150550->260120",1
"13901","150550->291360",1
"13902","150550->291840",1
"13903","150550->292090",1
"13904","150550->293135",1
"13905","150550->310620",2
"13906","150550->312390",1
"13907","150550->312710",9
"13908","150550->313130",1
"13909","150550->313840",1
"13910","150550->320390",1
"13911","150550->320465",1
"13912","150550->320490",2
"13913","150550->350600",1
"13914","150550->350950",2
"13915","150550->354340",1
"13916","150550->354980",1
"13917","150550->355030",3
"13918","150550->410300",1
"13919","150550->411370",1
"13920","150550->420900",1
"13921","150550->421180",1
"13922","150550->421210",2
"13923","150550->430210",1
"13924","150550->430700",1
"13925","150550->510020",1
"13926","150550->510030",1
"13927","150550->510790",2
"13928","150550->520870",1
"13929","150550->521250",1
"13930","150553->110020",4
"13931","150553->130190",1
"13932","150553->130250",1
"13933","150553->130260",1
"13934","150553->130353",1
"13935","150553->140010",1
"13936","150553->140060",1
"13937","150553->150080",2
"13938","150553->150085",1
"13939","150553->150140",11
"13940","150553->150175",1
"13941","150553->150215",9
"13942","150553->150275",1
"13943","150553->150277",24
"13944","150553->150293",1
"13945","150553->150295",26
"13946","150553->150309",1
"13947","150553->150350",1
"13948","150553->150370",1
"13949","150553->150380",3
"13950","150553->150390",1
"13951","150553->150420",72
"13952","150553->150442",1
"13953","150553->150550",1
"13954","150553->150613",3
"13955","150553->150618",1
"13956","150553->150650",1
"13957","150553->150715",1
"13958","150553->150745",2
"13959","150553->150795",2
"13960","150553->150810",2
"13961","150553->150812",1
"13962","150553->150840",2
"13963","150553->160030",1
"13964","150553->160050",1
"13965","150553->160053",3
"13966","150553->170210",6
"13967","150553->171610",1
"13968","150553->172100",3
"13969","150553->210005",2
"13970","150553->210047",3
"13971","150553->210060",1
"13972","150553->210100",1
"13973","150553->210160",1
"13974","150553->210197",1
"13975","150553->210200",1
"13976","150553->210215",1
"13977","150553->210232",2
"13978","150553->210255",3
"13979","150553->210270",4
"13980","150553->210300",5
"13981","150553->210315",1
"13982","150553->210325",1
"13983","150553->210330",6
"13984","150553->210350",1
"13985","150553->210420",1
"13986","150553->210450",1
"13987","150553->210455",1
"13988","150553->210467",1
"13989","150553->210530",6
"13990","150553->210540",3
"13991","150553->210570",6
"13992","150553->210594",1
"13993","150553->210630",1
"13994","150553->210635",2
"13995","150553->210640",1
"13996","150553->210690",10
"13997","150553->210740",1
"13998","150553->210800",1
"13999","150553->210810",10
"14000","150553->210820",1
"14001","150553->210830",2
"14002","150553->210850",5
"14003","150553->210860",3
"14004","150553->210890",1
"14005","150553->210945",2
"14006","150553->210980",1
"14007","150553->210990",3
"14008","150553->211000",9
"14009","150553->211020",1
"14010","150553->211050",1
"14011","150553->211102",2
"14012","150553->211130",25
"14013","150553->211140",2
"14014","150553->211150",2
"14015","150553->211153",1
"14016","150553->211176",2
"14017","150553->211245",1
"14018","150553->211280",4
"14019","150553->211300",1
"14020","150553->211400",3
"14021","150553->221100",5
"14022","150553->230440",1
"14023","150553->260300",1
"14024","150553->290080",1
"14025","150553->291470",1
"14026","150553->293020",1
"14027","150553->293050",1
"14028","150553->293077",1
"14029","150553->310620",4
"14030","150553->310670",2
"14031","150553->313170",2
"14032","150553->315210",1
"14033","150553->316935",1
"14034","150553->330455",2
"14035","150553->355030",2
"14036","150553->410690",1
"14037","150553->410880",1
"14038","150553->510250",2
"14039","150553->510263",1
"14040","150553->510305",2
"14041","150553->510340",1
"14042","150553->510642",1
"14043","150553->520110",1
"14044","150553->520860",1
"14045","150553->521460",1
"14046","150553->530010",2
"14047","150555->170550",1
"14048","150560->110045",1
"14049","150560->150080",1
"14050","150560->150140",8
"14051","150560->150220",21
"14052","150560->150240",1
"14053","150560->150550",1
"14054","150560->150620",1
"14055","150560->160030",1
"14056","150560->160060",1
"14057","150560->211130",1
"14058","150560->211300",1
"14059","150563->150295",1
"14060","150563->150420",2
"14061","150563->150745",1
"14062","150563->170100",1
"14063","150563->170210",5
"14064","150565->130260",1
"14065","150565->150060",5
"14066","150565->150145",55
"14067","150565->150360",5
"14068","150565->150480",1
"14069","150565->150619",50
"14070","150565->150680",299
"14071","150565->150815",16
"14072","150565->172210",2
"14073","150565->210300",1
"14074","150565->210530",1
"14075","150565->211230",1
"14076","150565->320530",1
"14077","150565->410830",1
"14078","150565->510790",1
"14079","150570->150010",3
"14080","150570->150030",3
"14081","150570->150070",3466
"14082","150570->150080",5
"14083","150570->150140",22
"14084","150570->150180",1
"14085","150570->150200",32
"14086","150570->150250",1
"14087","150570->150260",1
"14088","150570->150420",1
"14089","150570->150470",1
"14090","150570->150520",2
"14091","150570->150640",13
"14092","150570->150770",18
"14093","150570->210005",1
"14094","150570->510515",1
"14095","150580->110010",1
"14096","150580->130340",1
"14097","150580->150010",27
"14098","150580->150034",1
"14099","150580->150060",37
"14100","150580->150070",4
"14101","150580->150080",36
"14102","150580->150085",552
"14103","150580->150095",1
"14104","150580->150110",13
"14105","150580->150120",4
"14106","150580->150130",8
"14107","150580->150140",249
"14108","150580->150150",4
"14109","150580->150157",1
"14110","150580->150172",1
"14111","150580->150178",33
"14112","150580->150180",536
"14113","150580->150210",10
"14114","150580->150215",5
"14115","150580->150240",3
"14116","150580->150250",2
"14117","150580->150280",2
"14118","150580->150290",1
"14119","150580->150293",1
"14120","150580->150307",1
"14121","150580->150309",1
"14122","150580->150310",3
"14123","150580->150330",38
"14124","150580->150370",3
"14125","150580->150380",2
"14126","150580->150390",2
"14127","150580->150400",1
"14128","150580->150405",1
"14129","150580->150420",9
"14130","150580->150440",1
"14131","150580->150442",7
"14132","150580->150450",54
"14133","150580->150470",15
"14134","150580->150490",3
"14135","150580->150506",31
"14136","150580->150520",7
"14137","150580->150530",1
"14138","150580->150540",1
"14139","150580->150548",921
"14140","150580->150550",1
"14141","150580->150553",2
"14142","150580->150563",1
"14143","150580->150570",1
"14144","150580->150590",3
"14145","150580->150600",1
"14146","150580->150613",2
"14147","150580->150618",16
"14148","150580->150620",1
"14149","150580->150635",1
"14150","150580->150650",2
"14151","150580->150680",3
"14152","150580->150730",1
"14153","150580->150745",1
"14154","150580->150750",1
"14155","150580->150760",7
"14156","150580->150770",10
"14157","150580->150780",22
"14158","150580->150795",1
"14159","150580->150800",1
"14160","150580->150810",611
"14161","150580->150812",3
"14162","150580->150815",1
"14163","150580->150835",1
"14164","150580->160015",1
"14165","150580->160027",1
"14166","150580->160030",95
"14167","150580->160053",4
"14168","150580->160060",22
"14169","150580->160080",1
"14170","150580->170210",1
"14171","150580->170950",2
"14172","150580->210005",2
"14173","150580->210300",1
"14174","150580->210467",1
"14175","150580->210530",2
"14176","150580->211130",1
"14177","150580->292740",1
"14178","150580->330455",1
"14179","150580->354980",1
"14180","150580->510340",1
"14181","150580->510790",1
"14182","150590->130260",2
"14183","150590->150010",5
"14184","150590->150050",55
"14185","150590->150060",107
"14186","150590->150070",1
"14187","150590->150080",3
"14188","150590->150140",36
"14189","150590->150157",1
"14190","150590->150172",204
"14191","150590->150180",12
"14192","150590->150293",3
"14193","150590->150310",14
"14194","150590->150330",4
"14195","150590->150370",1
"14196","150590->150380",1
"14197","150590->150445",82
"14198","150590->150480",2
"14199","150590->150580",5
"14200","150590->150600",222
"14201","150590->150680",9
"14202","150590->150780",9
"14203","150590->150790",1
"14204","150590->150815",8
"14205","150590->150835",12
"14206","150590->160027",2
"14207","150590->160030",5
"14208","150590->160053",1
"14209","150590->160060",5
"14210","150590->160080",4
"14211","150590->210005",1
"14212","150590->210550",1
"14213","150590->211230",1
"14214","150590->354140",2
"14215","150600->130260",2
"14216","150600->130290",1
"14217","150600->140010",1
"14218","150600->150040",1
"14219","150600->150050",7
"14220","150600->150060",1
"14221","150600->150080",2
"14222","150600->150085",1
"14223","150600->150140",7
"14224","150600->150145",3
"14225","150600->150180",1
"14226","150600->150360",1
"14227","150600->150390",2
"14228","150600->150470",2
"14229","150600->150480",414
"14230","150600->150510",1
"14231","150600->150530",2
"14232","150600->150580",2
"14233","150600->150680",1495
"14234","150600->150815",8
"14235","150600->160015",2
"14236","150600->160027",2
"14237","150600->160040",1
"14238","150600->160060",4
"14239","150600->210005",4
"14240","150600->220120",1
"14241","150610->150080",5
"14242","150610->150140",1
"14243","150610->150220",11
"14244","150610->150240",2
"14245","150610->150307",1
"14246","150610->150340",1
"14247","150610->150620",5
"14248","150610->150820",2
"14249","150610->220120",1
"14250","150611->150080",7
"14251","150611->150140",9
"14252","150611->150170",3
"14253","150611->150220",13
"14254","150611->150230",1
"14255","150611->150442",1
"14256","150611->150610",6
"14257","150611->150620",1
"14258","150611->150830",1
"14259","150611->210095",1
"14260","150611->210290",1
"14261","150611->210740",2
"14262","150613->110002",1
"14263","150613->110013",1
"14264","150613->110020",1
"14265","150613->130014",1
"14266","150613->140010",2
"14267","150613->150085",1
"14268","150613->150140",1
"14269","150613->150215",1
"14270","150613->150405",2
"14271","150613->150420",2
"14272","150613->150442",1
"14273","150613->150503",1
"14274","150613->150506",4
"14275","150613->150553",4
"14276","150613->150650",1
"14277","150613->150658",2
"14278","150613->150715",1
"14279","150613->150730",2
"14280","150613->150815",1
"14281","150613->160020",1
"14282","150613->160027",2
"14283","150613->160030",1
"14284","150613->170100",1
"14285","150613->170210",13
"14286","150613->170930",6
"14287","150613->170950",2
"14288","150613->171320",1
"14289","150613->171610",2
"14290","150613->171670",2
"14291","150613->171820",1
"14292","150613->171845",1
"14293","150613->172065",1
"14294","150613->172100",7
"14295","150613->172210",1
"14296","150613->210005",1
"14297","150613->210047",1
"14298","150613->210055",1
"14299","150613->210060",1
"14300","150613->210095",1
"14301","150613->210120",3
"14302","150613->210160",2
"14303","150613->210330",2
"14304","150613->210360",1
"14305","150613->210530",2
"14306","150613->210542",1
"14307","150613->210570",18
"14308","150613->210740",1
"14309","150613->210745",1
"14310","150613->210990",1
"14311","150613->211000",2
"14312","150613->211010",2
"14313","150613->211102",1
"14314","150613->211150",1
"14315","150613->211163",1
"14316","150613->211172",1
"14317","150613->211176",2
"14318","150613->211230",8
"14319","150613->211245",2
"14320","150613->230440",1
"14321","150613->231190",1
"14322","150613->231340",2
"14323","150613->310620",2
"14324","150613->312710",1
"14325","150613->312820",1
"14326","150613->313720",2
"14327","150613->314800",1
"14328","150613->316250",1
"14329","150613->316935",1
"14330","150613->317020",1
"14331","150613->320400",4
"14332","150613->320465",2
"14333","150613->411300",1
"14334","150613->412710",1
"14335","150613->420200",1
"14336","150613->421620",1
"14337","150613->510335",1
"14338","150613->510642",5
"14339","150613->510792",1
"14340","150613->510820",2
"14341","150613->510860",3
"14342","150613->520140",1
"14343","150613->520510",1
"14344","150613->520540",1
"14345","150613->520860",1
"14346","150613->520870",7
"14347","150613->521020",1
"14348","150613->521308",10
"14349","150613->521460",2
"14350","150613->522160",1
"14351","150613->530010",1
"14352","150616->150140",1
"14353","150616->150506",1
"14354","150616->150750",1
"14355","150616->150815",1
"14356","150616->160030",1
"14357","150616->160040",1
"14358","150616->160053",1
"14359","150616->170210",2
"14360","150616->170950",1
"14361","150616->210005",1
"14362","150616->210400",1
"14363","150616->210410",1
"14364","150616->210440",1
"14365","150616->210820",1
"14366","150616->210825",1
"14367","150616->221100",2
"14368","150616->510515",1
"14369","150616->520545",1
"14370","150616->520870",1
"14371","150616->521020",1
"14372","150618->110032",1
"14373","150618->130070",1
"14374","150618->130260",1
"14375","150618->140050",1
"14376","150618->150010",2
"14377","150618->150013",3
"14378","150618->150080",1
"14379","150618->150140",8
"14380","150618->150150",1
"14381","150618->150175",52
"14382","150618->150240",1
"14383","150618->150293",3
"14384","150618->150309",10
"14385","150618->150360",1
"14386","150618->150370",1
"14387","150618->150380",537
"14388","150618->150405",1
"14389","150618->150420",309
"14390","150618->150470",1
"14391","150618->150495",1
"14392","150618->150497",129
"14393","150618->150500",2
"14394","150618->150506",1
"14395","150618->150549",2
"14396","150618->150550",2
"14397","150618->150553",4
"14398","150618->150563",1
"14399","150618->150715",9
"14400","150618->150750",25
"14401","150618->150795",7
"14402","150618->150810",1
"14403","150618->150815",3
"14404","150618->160030",1
"14405","150618->170820",1
"14406","150618->210005",2
"14407","150618->210047",1
"14408","150618->210260",2
"14409","150618->210270",3
"14410","150618->210320",2
"14411","150618->210405",1
"14412","150618->210467",1
"14413","150618->210530",6
"14414","150618->210542",13
"14415","150618->210550",1
"14416","150618->210570",1
"14417","150618->211000",1
"14418","150618->211153",26
"14419","150618->211285",7
"14420","150618->230420",1
"14421","150618->293135",1
"14422","150618->316860",1
"14423","150618->320410",1
"14424","150618->510515",1
"14425","150618->510704",1
"14426","150618->510760",1
"14427","150618->510770",1
"14428","150618->520870",1
"14429","150619->110004",1
"14430","150619->130260",3
"14431","150619->150060",5
"14432","150619->150080",1
"14433","150619->150100",1
"14434","150619->150360",45
"14435","150619->150480",1
"14436","150619->150680",5
"14437","150619->150800",2
"14438","150619->150805",1
"14439","150619->150815",3
"14440","150619->210990",1
"14441","150619->261110",1
"14442","150619->410830",2
"14443","150619->510325",1
"14444","150619->510626",1
"14445","150619->510790",1
"14446","150619->530010",1
"14447","150620->110002",1
"14448","150620->130260",2
"14449","150620->150080",10
"14450","150620->150140",31
"14451","150620->150150",1
"14452","150620->150220",16
"14453","150620->150320",1
"14454","150620->150442",7
"14455","150620->150495",2
"14456","150620->150500",1
"14457","150620->150540",1
"14458","150620->150635",1
"14459","150620->150655",3
"14460","150620->150660",1
"14461","150620->150747",2
